agency_id,ori,legacy_ori,agency_name,short_name,agency_type_id,agency_type_name,tribe_id,campus_id,city_id,city_name,state_id,state_abbr,primary_county_id,primary_county,primary_county_fips,agency_status,submitting_agency_id,submitting_sai,submitting_name,submitting_state_abbr,start_year,dormant_year,current_year,revised_rape_start,current_nibrs_start_year,population,population_group_code,population_group_desc,population_source_flag,suburban_area_flag,core_city_flag,months_reported,nibrs_months_reported,past_10_years_reported,covered_by_id,covered_by_ori,covered_by_name,staffing_year,total_officers,total_civilians,icpsr_zip,icpsr_lat,icpsr_lng
20322,VA0820400,VA0820400,Elkton Police Department,Elkton,1,City,,,11036,Elkton,51,VA,3012,Rockingham,51165,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,2806,6,"Cities from 2,500 thru 9,999",L,Y,N,12,12,10,,,,2016,6,1,22827,38.511257,-78.876307
20490,VA131SP00,VA131SP00,State Police: Winchester,State Police: Winchester,4,State Police,,,,,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,0,7,"Cities under 2,500",L,Y,N,12,12,10,,,,2016,1,0,22655,39.173869,-78.176356
20483,VA1300400,VA1300400,University of Richmond,University of Richmond,3,University or College,,803,,,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,0,7,"Cities under 2,500",L,Y,N,12,12,10,,,,2016,22,12,23173,37.269524,-76.708165
20201,VA0500200,VA0500200,West Point Police Department,West Point,1,City,,,11143,West Point,51,VA,2969,King William,51101,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,3337,6,"Cities from 2,500 thru 9,999",L,Y,N,12,12,10,,,,2016,9,1,23181,37.70826,-77.091054
20262,VA0680200,VA0680200,Gordonsville Police Department,Gordonsville,1,City,,,11052,Gordonsville,51,VA,2993,Orange,51137,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,1578,7,"Cities under 2,500",L,N,N,12,12,9,,,,2016,7,0,22942,38.250439,-78.00998
20326,VA082SP00,VA082SP00,State Police: Rockingham County,State Police: Rockingham County,4,State Police,,,,,51,VA,3012,Rockingham,51165,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,9D,"MSA counties under 10,000",L,Y,N,12,12,10,,,,2016,1,0,22801,38.511257,-78.876307
20182,VA0430300,VA0430300,Alcoholic Beverage Control Commission,Alcoholic Beverage Control Commission,6,Other State Agency,,,,,51,VA,2961,Henrico,51087,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1991,,2016,2013,2016,0,7,"Cities under 2,500",L,Y,N,12,12,10,,,,2016,110,49,23261,37.531399,-77.476009
20116,VA025SP00,VA025SP00,State Police: Cumberland County,State Police: Cumberland County,4,State Police,,,,,51,VA,2934,Cumberland,51049,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,8D,"Non-MSA counties under 10,000",L,N,N,12,12,6,,,,2016,1,0,23921,37.520189,-78.252836
20484,VA1300500,VA1300500,Port Authority Norfolk,Port Authority Norfolk,5,Other,,,,,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,0,7,"Cities under 2,500",L,Y,N,12,12,9,,,,2016,31,14,23505,36.923015,-76.244641
20366,VA0920300,VA0920300,Richlands Police Department,Richlands,1,City,,,11113,Richlands,51,VA,3026,Tazewell,51185,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,5525,6,"Cities from 2,500 thru 9,999",L,N,N,12,12,10,,,,2016,17,5,24641,37.125395,-81.562924
20151,VA0340400,VA0340400,Lord Fairfax Community College,Lord Fairfax Community College,3,University or College,,323,,,51,VA,2948,Frederick,51069,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,2011,,2016,2013,2016,0,7,"Cities under 2,500",L,Y,N,12,12,5,,,,2016,4,0,     ,39.203637,-78.263916
20403,VA100SP00,VA100SP00,State Police: Bristol,State Police: Bristol,4,State Police,,,,,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1976,,2016,2013,2016,0,7,"Cities under 2,500",L,Y,N,12,12,4,,,,2016,1,0,24201,36.616954,-82.157564
20067,VA007SP00,VA007SP00,State Police: Arlington County,State Police: Arlington County,4,State Police,,,,,51,VA,2908,Arlington,51013,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,9D,"MSA counties under 10,000",L,Y,N,12,12,4,,,,2016,1,0,22204,38.878337,-77.100703
20229,VA0580200,VA0580200,Chase City Police Department,Chase City,1,City,,,11013,Chase City,51,VA,2982,Mecklenburg,51117,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,2292,7,"Cities under 2,500",L,N,N,12,12,10,,,,2016,9,1,23924,36.687256,-78.368959
20134,VA029SP00,VA029SP00,State Police: Fairfax County,State Police: Fairfax County,4,State Police,,,,,51,VA,2940,Fairfax,51059,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1971,,2016,2013,2016,0,9D,"MSA counties under 10,000",L,Y,N,12,12,10,,,,2016,1,0,22204,38.833742,-77.276117
20141,VA031SP00,VA031SP00,State Police: Floyd County,State Police: Floyd County,4,State Police,,,,,51,VA,2944,Floyd,51063,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,9D,"MSA counties under 10,000",L,Y,N,12,12,9,,,,2016,1,0,24153,36.931438,-80.350309
20194,VA0470100,VA0470100,James City County Police Department,James City County Police Department,2,County,,,,,51,VA,2966,James City,51095,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1983,,2016,2013,2016,73648,9B,"MSA counties from 25,000 thru 99,999",L,Y,N,12,12,10,,,,2016,96,6,23187,37.324427,-76.778319
20372,VA093SP00,VA093SP00,State Police: Warren County,State Police: Warren County,4,State Police,,,,,51,VA,3028,Warren,51187,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,9D,"MSA counties under 10,000",L,Y,N,12,12,10,,,,2016,1,0,22602,38.908187,-78.207131
20230,VA0580300,VA0580300,Clarksville Police Department,Clarksville,1,City,,,11019,Clarksville,51,VA,2982,Mecklenburg,51117,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,1112,7,"Cities under 2,500",L,N,N,12,12,10,,,,2016,7,1,23927,36.687256,-78.368959
20471,VA1260000,VA1260000,Staunton Police Department,Staunton,1,City,,,11126,Staunton,51,VA,3022,Staunton City,51790,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,24654,5,"Cities from 10,000 thru 24,999",M,N,Y,12,12,10,,,,2016,46,16,24401,38.158056,-79.061501
20052,VA002SP00,VA002SP00,State Police: Albemarle County,State Police: Albemarle County,4,State Police,,,,,51,VA,2902,Albemarle,51003,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,9D,"MSA counties under 10,000",L,Y,N,12,12,7,,,,2016,1,0,22903,38.024184,-78.553506
20386,VA0960400,VA0960400,Pound Police Department,Pound,1,City,,,11106,Pound,51,VA,3034,Wise,51195,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,967,7,"Cities under 2,500",L,N,N,12,12,9,,,,2016,5,0,24279,36.974561,-82.62156
20126,VA0280200,VA0280200,Tappahannock Police Department,Tappahannock,1,City,,,11130,Tappahannock,51,VA,2939,Essex,51057,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,2378,7,"Cities under 2,500",L,N,N,12,12,10,,,,2016,9,1,22560,37.93948,-76.941871
20155,VA0350200,VA0350200,Pearisburg Police Department,Pearisburg,1,City,,,11099,Pearisburg,51,VA,2951,Giles,51071,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,2676,6,"Cities from 2,500 thru 9,999",L,Y,N,12,12,10,,,,2016,7,0,24134,37.31193,-80.717178
20408,VA1030000,VA1030000,Chesapeake Police Department,Chesapeake,1,City,,,11015,Chesapeake,51,VA,2926,Chesapeake City,51550,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1963,,2016,2013,2016,235273,2,"Cities from 100,000 thru 249,000",M,N,N,12,12,10,,,,2016,387,114,23322,36.679376,-76.301788
20310,VA080S100,VA080S100,State Police: Salem,State Police: Salem,4,State Police,,,,,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,0,7,"Cities under 2,500",L,Y,N,12,12,5,,,,2016,1,0,24153,37.285333,-80.055241
20438,VA114SP00,VA114SP00,State Police: Lynchburg,State Police: Lynchburg,4,State Police,,,,,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,0,7,"Cities under 2,500",L,Y,N,12,12,8,,,,2016,1,0,24505,37.399016,-79.195458
20329,VA0830200,VA0830200,Honaker Police Department,Honaker,1,City,,,11063,Honaker,51,VA,3013,Russell,51167,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1981,,2016,2013,2016,1388,7,"Cities under 2,500",L,N,N,12,12,10,,,,2016,3,1,24260,36.93342,-82.095934
20431,VA1110400,VA1110400,Hampton University,Hampton University,3,University or College,,251,,,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1991,,2016,2013,,0,7,"Cities under 2,500",L,Y,N,7,7,9,,,,2016,22,22,23669,37.04803,-76.297149
20244,VA061SP00,VA061SP00,Nansemond State Police,Nansemond State Police,4,State Police,,,,,51,VA,3023,Suffolk City,51800,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,2015,2016,2014,2014,0,8D,"Non-MSA counties under 10,000",L,N,N,0,0,0,20474,VA127SP00,State Police: Suffolk,,,,23434,36.697157,-76.634781
20316,VA081S200,VA081S200,State Police: Lexington,State Police: Lexington,4,State Police,,,,,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,0,7,"Cities under 2,500",L,N,N,12,12,2,,,,2016,1,0,24578,37.782332,-79.44432
20331,VA083SP00,VA083SP00,State Police: Russell County,State Police: Russell County,4,State Police,,,,,51,VA,3013,Russell,51167,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,8D,"Non-MSA counties under 10,000",L,N,N,12,12,10,,,,2016,1,0,24637,36.93342,-82.095934
20251,VA0650200,VA0650200,Exmore Police Department,Exmore,1,City,,,11038,Exmore,51,VA,2989,Northampton,51131,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1980,,2016,2013,2016,1440,7,"Cities under 2,500",L,N,N,12,12,10,,,,2016,6,0,23350,37.302629,-75.923868
20253,VA0660000,VA0660000,Northumberland County Sheriff's Office,Northumberland,2,County,,,,,51,VA,2990,Northumberland,51133,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,12138,8C,"Non-MSA counties from 10,000 thru 24,999",L,N,N,12,12,10,,,,2016,22,11,22473,37.856974,-76.379687
20184,VA043SP00,VA043SP00,State Police: Henrico County,State Police: Henrico County,4,State Police,,,,,51,VA,2961,Henrico,51087,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1971,,2016,2013,2016,0,9D,"MSA counties under 10,000",L,Y,N,12,12,10,,,,2016,1,0,23223,37.43752,-77.300333
20093,VA016SP00,VA016SP00,State Police: Campbell County,State Police: Campbell County,4,State Police,,,,,51,VA,2920,Campbell,51031,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1971,,2016,2013,2016,0,9D,"MSA counties under 10,000",L,Y,N,12,12,10,,,,2016,1,0,24502,37.210151,-79.095428
20234,VA0590000,VA0590000,Middlesex County Sheriff's Office,Middlesex,2,County,,,,,51,VA,2983,Middlesex,51119,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,10601,8C,"Non-MSA counties from 10,000 thru 24,999",L,N,N,12,12,9,,,,2016,30,12,23149,37.606975,-76.528082
20298,VA0770100,VA0770100,Pulaski Police Department,Pulaski,1,City,,,11107,Pulaski,51,VA,3004,Pulaski,51155,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,8869,6,"Cities from 2,500 thru 9,999",L,Y,N,12,12,10,,,,2016,27,4,24301,37.063385,-80.713444
20308,VA0800200,VA0800200,Vinton Police Department,Vinton,1,City,,,11136,Vinton,51,VA,3009,Roanoke,51161,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,8210,6,"Cities from 2,500 thru 9,999",L,Y,N,12,12,10,,,,2016,23,2,24179,37.331077,-80.19011
20081,VA012SP00,VA012SP00,State Police: Botetourt County,State Police: Botetourt County,4,State Police,,,,,51,VA,2914,Botetourt,51023,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,9D,"MSA counties under 10,000",L,Y,N,12,12,10,,,,2016,1,0,24578,37.553005,-79.804564
20073,VA0100000,VA0100000,Bedford County Sheriff's Office,Bedford,2,County,,,,,51,VA,2911,Bedford,51019,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,70358,9B,"MSA counties from 25,000 thru 99,999",L,Y,N,12,12,10,,,,2016,83,8,24523,37.312408,-79.527947
20130,VA0290200,VA0290200,Herndon Police Department,Herndon,1,City,,,11061,Herndon,51,VA,2940,Fairfax,51059,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,24849,5,"Cities from 10,000 thru 24,999",L,Y,N,12,12,10,,,,2016,55,15,20172,38.833742,-77.276117
20248,VA063SP00,VA063SP00,State Police: New Kent County,State Police: New Kent County,4,State Police,,,,,51,VA,2986,New Kent,51127,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,9D,"MSA counties under 10,000",L,Y,N,12,12,8,,,,2016,1,0,23181,37.502909,-76.982857
20204,VA0510100,VA0510100,Kilmarnock Police Department,Kilmarnock,1,City,,,11071,Kilmarnock,51,VA,2970,Lancaster,51103,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1981,,2016,2013,2016,1437,7,"Cities under 2,500",L,N,N,12,12,10,,,,2016,5,0,22482,37.703831,-76.413199
20439,VA1150000,VA1150000,Martinsville Police Department,Martinsville,1,City,,,11083,Martinsville,51,VA,2980,Martinsville City,51690,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,13667,5,"Cities from 10,000 thru 24,999",M,N,N,12,12,10,,,,2016,46,5,24112,36.683527,-79.863647
20072,VA009SP00,VA009SP00,State Police: Bath County,State Police: Bath County,4,State Police,,,,,51,VA,2910,Bath,51017,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,8D,"Non-MSA counties under 10,000",L,N,N,12,12,7,,,,2016,1,0,24422,38.068988,-79.732898
20430,VA1110300,VA1110300,Thomas Nelson Community College,Thomas Nelson Community College,3,University or College,,665,,,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1980,,2016,2013,2016,0,7,"Cities under 2,500",L,Y,N,12,12,7,,,,2016,8,2,23670,37.04803,-76.297149
20330,VA0830400,VA0830400,Castlewood Police Department,Castlewood,1,City,,,11010,Castlewood,51,VA,3013,Russell,51167,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1996,,2016,2014,,0,7,"Cities under 2,500",L,N,N,0,0,0,20327,VA0830000,Russell,,,,24224,36.93342,-82.095934
20064,VA006SP00,VA006SP00,State Police: Appomattox County,State Police: Appomattox County,4,State Police,,,,,51,VA,2907,Appomattox,51011,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,9D,"MSA counties under 10,000",L,Y,N,12,12,8,,,,2016,1,0,24522,37.370725,-78.81094
20061,VA005SP00,VA005SP00,State Police: Amherst County,State Police: Amherst County,4,State Police,,,,,51,VA,2906,Amherst,51009,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1971,,2016,2013,2016,0,9D,"MSA counties under 10,000",L,Y,N,12,12,9,,,,2016,1,0,24502,37.630362,-79.147848
20207,VA0520000,VA0520000,Lee County Sheriff's Office,Lee,2,County,,,,,51,VA,2971,Lee,51105,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,21951,8C,"Non-MSA counties from 10,000 thru 24,999",L,N,N,12,12,10,,,,2016,34,0,24263,36.701721,-83.130112
20411,VA104SP00,VA104SP00,State Police: Clifton Forge,State Police: Clifton Forge,4,State Police,,,,,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1976,,2016,2014,2015,0,7,"Cities under 2,500",L,N,N,12,12,3,20410,VA1040000,Clifton Forge,2016,1,0,24422,37.787905,-80.008669
20102,VA0200000,VA0200000,Charlotte County Sheriff's Office,Charlotte,2,County,,,,,51,VA,2924,Charlotte,51037,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,12114,8C,"Non-MSA counties from 10,000 thru 24,999",L,N,N,12,12,10,,,,2016,33,3,23923,37.014091,-78.661424
20074,VA0100100,VA0100100,Bedford Police Department,Bedford,1,City,,,10993,Bedford,51,VA,2911,Bedford,51019,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,6437,6,"Cities from 2,500 thru 9,999",L,Y,N,12,12,10,,,,2016,23,2,24523,37.338156,-79.520705
20190,VA0460100,VA0460100,Smithfield Police Department,Smithfield,1,City,,,11122,Smithfield,51,VA,2965,Isle Of Wight,51093,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,8336,6,"Cities from 2,500 thru 9,999",L,Y,N,12,12,10,,,,2016,21,4,23430,36.901418,-76.707569
20203,VA0510000,VA0510000,Lancaster County Sheriff's Office,Lancaster,2,County,,,,,51,VA,2970,Lancaster,51103,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,9211,8D,"Non-MSA counties under 10,000",L,N,N,12,12,10,,,,2016,29,9,22503,37.703831,-76.413199
20345,VA0860200,VA0860200,Saltville Police Department,Saltville,1,City,,,11120,Saltville,51,VA,3017,Smyth,51173,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,2034,7,"Cities under 2,500",L,N,N,12,12,10,,,,2016,6,0,24370,36.842318,-81.539786
20056,VA0040000,VA0040000,Amelia County Sheriff's Office,Amelia,2,County,,,,,51,VA,2905,Amelia,51007,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,12850,9C,"MSA counties from 10,000 thru 24,999",L,Y,N,12,12,10,,,,2016,17,11,23002,37.331927,-77.977462
20449,VA117SP00,VA117SP00,State Police: Norfolk,State Police: Norfolk,4,State Police,,,,,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,0,7,"Cities under 2,500",L,Y,N,12,12,10,,,,2016,1,0,23506,36.923015,-76.244641
20112,VA0240000,VA0240000,Culpeper County Sheriff's Office,Culpeper,2,County,,,,,51,VA,2933,Culpeper,51047,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,32043,9B,"MSA counties from 25,000 thru 99,999",L,Y,N,12,12,10,,,,2016,82,14,22701,38.48593,-77.956476
20179,VA042SP00,VA042SP00,State Police: Hanover County,State Police: Hanover County,4,State Police,,,,,51,VA,2959,Hanover,51085,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1971,,2016,2013,2016,0,9D,"MSA counties under 10,000",L,Y,N,12,12,10,,,,2016,1,0,23005,37.760165,-77.490992
20086,VA0140100,VA0140100,Grundy Police Department,Grundy,1,City,,,11055,Grundy,51,VA,2917,Buchanan,51027,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,981,7,"Cities under 2,500",L,N,N,12,12,9,,,,2016,6,0,24614,37.26812,-82.038151
20373,VA0940000,VA0940000,Washington County Sheriff's Office,Washington,2,County,,,,,51,VA,3029,Washington,51191,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,43945,9B,"MSA counties from 25,000 thru 99,999",L,Y,N,12,12,10,,,,2016,59,21,24212,36.747831,-81.950316
20082,VA0130000,VA0130000,Brunswick County Sheriff's Office,Brunswick,2,County,,,,,51,VA,2916,Brunswick,51025,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,15223,8C,"Non-MSA counties from 10,000 thru 24,999",L,N,N,12,12,10,,,,2016,27,11,23868,36.764531,-77.860916
20250,VA0650100,VA0650100,Cape Charles Police Department,Cape Charles,1,City,,,11009,Cape Charles,51,VA,2989,Northampton,51131,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,985,7,"Cities under 2,500",L,N,N,12,12,10,,,,2016,3,0,23310,37.302629,-75.923868
20132,VA0290400,VA0290400,George Mason University,George Mason University,3,University or College,,231,,,51,VA,2940,Fairfax,51059,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1980,,2016,2013,2016,0,7,"Cities under 2,500",L,Y,N,12,12,10,,,,2016,41,9,22030,38.853183,-77.299025
20166,VA0380200,VA0380200,Independence Police Department,Independence,1,City,,,11067,Independence,51,VA,2954,Grayson,51077,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1981,,2016,2013,2016,922,7,"Cities under 2,500",L,N,N,12,12,9,,,,2016,2,0,24348,36.656303,-81.225337
20407,VA102SP00,VA102SP00,State Police: Charlottesville,State Police: Charlottesville,4,State Police,,,,,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,0,7,"Cities under 2,500",L,Y,N,12,12,4,,,,2016,1,0,22901,38.037658,-78.485381
20214,VA0530300,VA0530300,Purcellville Police Department,Purcellville,1,City,,,11108,Purcellville,51,VA,2973,Loudoun,51107,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,9235,6,"Cities from 2,500 thru 9,999",L,Y,N,12,12,10,,,,2016,14,2,20132,39.08113,-77.638857
20075,VA010S100,VA010S100,State Police: Bedford,State Police: Bedford,4,State Police,,,,,51,VA,2911,Bedford,51019,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1978,,2016,2013,2015,0,7,"Cities under 2,500",L,Y,N,12,12,3,20074,VA0100100,Bedford,2016,1,0,24523,37.338156,-79.520705
20172,VA040S100,VA040S100,State Police: Emporia,State Police: Emporia,4,State Police,,,,,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,0,7,"Cities under 2,500",L,N,N,12,12,4,,,,2016,1,0,23847,36.696182,-77.535975
20192,VA046SP00,VA046SP00,State Police: Isle of Wight County,State Police: Isle of Wight County,4,State Police,,,,,51,VA,2965,Isle Of Wight,51093,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,9D,"MSA counties under 10,000",L,Y,N,12,12,9,,,,2016,1,0,23837,36.901418,-76.707569
20278,VA0730000,VA0730000,Prince Edward County Sheriff's Office,Prince Edward,2,County,,,,,51,VA,3001,Prince Edward,51147,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,15232,8C,"Non-MSA counties from 10,000 thru 24,999",L,N,N,12,12,9,,,,2016,31,0,23901,37.224881,-78.432957
20196,VA0480000,VA0480000,King and Queen County Sheriff's Office,King and Queen,2,County,,,,,51,VA,2967,King And Queen,51097,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,7208,8D,"Non-MSA counties under 10,000",L,N,N,12,12,10,,,,2016,12,8,23085,37.71437,-76.901863
20242,VA0610000,VA0610000,Nansemond County Sheriff's Office,Nansemond,2,County,,,,,51,VA,3023,Suffolk City,51800,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,2015,2016,2014,1985,0,8D,"Non-MSA counties under 10,000",L,N,N,0,0,0,20473,VA1270000,Suffolk,1973,22,5,23434,36.697157,-76.634781
20286,VA0750000,VA0750000,Prince William County Sheriff's Office,Prince William,2,County,,,,,51,VA,3003,Prince William,51153,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2014,1997,0,9D,"MSA counties under 10,000",L,Y,N,0,0,0,20289,VA0750300,Prince William County Police Department,1974,98,20,20110,38.701119,-77.479579
