,incident_date
0,2011-01-13
1,2011-01-07
2,2011-01-12
3,2011-01-13
4,2011-01-13
5,2011-01-07
6,2011-01-07
7,2011-01-07
8,2011-01-08
9,2011-01-13
10,2011-01-13
11,2011-01-11
12,2011-01-12
13,2011-01-13
14,2011-01-13
15,2011-01-13
16,2011-01-13
17,2011-01-13
18,2011-01-14
19,2011-01-14
20,2011-01-10
21,2011-01-14
22,2011-01-14
23,2011-01-14
24,2011-01-14
25,2011-01-13
26,2011-01-14
27,2011-01-14
28,2011-01-14
29,2011-01-14
30,2011-01-14
31,2011-01-15
32,2011-01-15
33,2011-01-15
34,2011-01-14
35,2011-01-10
36,2011-01-14
37,2011-01-15
38,2011-01-15
39,2011-01-15
40,2011-01-15
41,2011-01-15
42,2011-01-15
43,2011-01-15
44,2011-01-15
45,2011-01-15
46,2011-01-15
47,2011-01-16
48,2011-01-16
49,2011-01-16
50,2011-01-16
51,2011-01-16
52,2011-01-16
53,2011-01-16
54,2011-01-15
55,2011-01-09
56,2011-01-15
57,2011-01-16
58,2011-01-16
59,2011-01-16
60,2011-01-17
61,2011-01-17
62,2011-01-17
63,2011-01-17
64,2011-01-14
65,2011-01-13
66,2011-01-17
67,2011-01-17
68,2011-01-15
69,2011-01-14
70,2011-01-17
71,2011-01-18
72,2011-01-17
73,2011-01-18
74,2011-01-18
75,2011-01-15
76,2011-01-18
77,2011-01-18
78,2011-01-18
79,2011-01-18
80,2011-01-18
81,2011-01-18
82,2011-01-18
83,2011-01-18
84,2011-01-18
85,2011-01-11
86,2011-01-19
87,2011-01-19
88,2011-01-19
89,2011-01-19
90,2011-01-19
91,2011-01-19
92,2011-01-19
93,2011-01-19
94,2011-01-19
95,2011-01-20
96,2011-01-20
97,2011-01-20
98,2011-01-20
99,2011-01-20
100,2011-01-20
101,2011-01-20
102,2011-01-21
103,2011-01-21
104,2011-01-20
105,2011-01-21
106,2011-01-21
107,2011-01-20
108,2011-01-21
109,2011-01-20
110,2011-01-21
111,2011-01-21
112,2011-01-21
113,2011-01-22
114,2011-01-22
115,2011-01-22
116,2011-01-22
117,2011-01-21
118,2011-01-22
119,2011-01-22
120,2011-01-22
121,2011-01-22
122,2011-01-22
123,2011-01-22
124,2011-01-22
125,2011-01-23
126,2011-01-22
127,2011-01-23
128,2011-01-23
129,2011-01-23
130,2011-01-23
131,2011-01-23
132,2011-01-23
133,2011-01-23
134,2011-01-23
135,2011-01-23
136,2011-01-24
137,2011-01-24
138,2011-01-24
139,2011-01-23
140,2011-01-24
141,2011-01-24
142,2011-01-24
143,2011-01-22
144,2011-01-24
145,2011-01-24
146,2011-01-24
147,2011-01-25
148,2011-01-18
149,2011-01-25
150,2011-01-19
151,2011-01-25
152,2011-01-25
153,2011-01-25
154,2011-01-25
155,2011-01-25
156,2011-01-26
157,2011-01-25
158,2011-01-01
159,2011-01-01
160,2011-01-01
161,2011-01-01
162,2011-01-01
163,2011-01-02
164,2011-01-02
165,2011-01-02
166,2011-01-02
167,2011-01-03
168,2011-01-03
169,2011-01-03
170,2011-01-03
171,2011-01-02
172,2011-01-03
173,2011-01-02
174,2011-01-03
175,2011-01-03
176,2011-01-03
177,2011-01-03
178,2011-01-03
179,2011-01-03
180,2011-01-03
181,2011-01-03
182,2011-01-03
183,2011-01-03
184,2011-01-03
185,2011-01-01
186,2011-01-01
187,2011-01-01
188,2011-01-01
189,2011-01-01
190,2011-01-01
191,2011-01-01
192,2011-01-01
193,2011-01-01
194,2011-01-01
195,2011-01-02
196,2011-01-02
197,2011-01-02
198,2011-01-02
199,2011-01-02
200,2011-01-02
201,2011-01-02
202,2011-01-03
203,2011-01-04
204,2011-01-04
205,2011-01-04
206,2011-01-03
207,2011-01-04
208,2011-01-01
209,2011-01-04
210,2011-01-04
211,2011-01-04
212,2011-01-04
213,2011-01-04
214,2011-01-04
215,2011-01-04
216,2011-01-05
217,2011-01-04
218,2011-01-05
219,2011-01-01
220,2011-01-05
221,2011-01-04
222,2011-01-05
223,2011-01-05
224,2011-01-05
225,2011-01-05
226,2011-01-05
227,2011-01-05
228,2011-01-05
229,2011-01-03
230,2011-01-05
231,2011-01-05
232,2011-01-06
233,2011-01-06
234,2011-01-06
235,2011-01-06
236,2011-01-06
237,2011-01-06
238,2011-01-06
239,2011-01-06
240,2011-01-06
241,2011-01-04
242,2011-01-06
243,2011-01-06
244,2011-01-06
245,2011-01-06
246,2011-01-07
247,2011-01-07
248,2011-01-06
249,2011-01-07
250,2011-01-07
251,2011-01-06
252,2011-01-07
253,2011-01-02
254,2011-01-05
255,2011-01-07
256,2011-01-07
257,2011-01-07
258,2011-01-07
259,2011-01-07
260,2011-01-07
261,2011-01-07
262,2011-01-07
263,2011-01-07
264,2011-01-07
265,2011-01-08
266,2011-01-08
267,2011-01-08
268,2011-01-08
269,2011-01-08
270,2011-01-09
271,2011-01-07
272,2011-01-07
273,2011-01-09
274,2011-01-08
275,2011-01-08
276,2011-01-09
277,2011-01-09
278,2011-01-09
279,2011-01-10
280,2011-01-10
281,2011-01-10
282,2011-01-09
283,2011-01-10
284,2011-01-10
285,2011-01-10
286,2011-01-10
287,2011-01-10
288,2011-01-10
289,2011-01-10
290,2011-01-11
291,2011-01-11
292,2011-01-03
293,2011-01-10
294,2011-01-11
295,2011-01-11
296,2011-01-11
297,2011-01-11
298,2011-01-10
299,2011-01-12
300,2011-01-03
301,2011-01-12
302,2011-01-12
303,2011-01-12
304,2011-01-11
305,2011-01-12
306,2011-01-13
307,2011-01-13
308,2011-01-13
309,2011-01-25
310,2011-01-25
311,2011-01-26
312,2011-01-14
313,2011-01-25
314,2011-01-26
315,2011-01-26
316,2011-01-26
317,2011-01-26
318,2011-01-26
319,2011-01-26
320,2011-01-27
321,2011-01-27
322,2011-01-27
323,2011-01-13
324,2011-01-25
325,2011-01-26
326,2011-01-27
327,2011-01-27
328,2011-01-27
329,2011-01-27
330,2011-01-22
331,2011-01-26
332,2011-01-27
333,2011-01-27
334,2011-01-27
335,2011-01-27
336,2011-01-28
337,2011-01-28
338,2011-01-28
339,2011-01-28
340,2011-01-28
341,2011-01-28
342,2011-01-28
343,2011-01-25
344,2011-01-28
345,2011-01-28
346,2011-01-28
347,2011-01-28
348,2011-01-28
349,2011-01-28
350,2011-01-28
351,2011-01-28
352,2011-01-27
353,2011-01-28
354,2011-01-28
355,2011-01-28
356,2011-01-29
357,2011-01-29
358,2011-01-29
359,2011-01-27
360,2011-01-29
361,2011-01-29
362,2011-01-28
363,2011-01-29
364,2011-01-29
365,2011-01-27
366,2011-01-29
367,2011-01-29
368,2011-01-29
369,2011-01-29
370,2011-01-29
371,2011-01-30
372,2011-01-30
373,2011-01-30
374,2011-01-30
375,2011-01-29
376,2011-01-30
377,2011-01-30
378,2011-01-30
379,2011-01-29
380,2011-01-30
381,2011-01-30
382,2011-01-30
383,2011-01-30
384,2011-01-30
385,2011-01-31
386,2011-01-30
387,2011-01-29
388,2011-01-31
389,2011-01-30
390,2011-01-30
391,2011-01-30
392,2011-01-31
393,2011-01-19
394,2011-01-31
395,2011-01-31
396,2011-02-03
397,2011-02-03
398,2011-02-03
399,2011-02-02
400,2011-02-03
401,2011-02-03
402,2011-02-03
403,2011-02-03
404,2011-02-03
405,2011-02-03
406,2011-02-04
407,2011-02-03
408,2011-02-02
409,2011-02-04
410,2011-02-04
411,2011-02-03
412,2011-02-04
413,2011-02-04
414,2011-02-04
415,2011-02-04
416,2011-02-04
417,2011-02-05
418,2011-02-05
419,2011-02-05
420,2011-02-05
421,2011-02-05
422,2011-02-05
423,2011-02-05
424,2011-02-05
425,2011-02-05
426,2011-02-05
427,2011-02-05
428,2011-02-05
429,2011-02-04
430,2011-02-05
431,2011-02-05
432,2011-02-05
433,2011-02-05
434,2011-02-05
435,2011-02-05
436,2011-02-05
437,2011-02-05
438,2011-02-05
439,2011-02-06
440,2011-02-06
441,2011-02-06
442,2011-02-06
443,2011-02-28
444,2011-02-28
445,2011-02-28
446,2011-02-26
447,2011-02-28
448,2011-02-18
449,2011-02-01
450,2011-02-14
451,2011-02-10
452,2011-02-18
453,2011-02-18
454,2011-02-07
455,2011-02-18
456,2011-02-18
457,2011-02-18
458,2011-02-19
459,2011-02-19
460,2011-02-19
461,2011-02-19
462,2011-02-16
463,2011-02-18
464,2011-02-19
465,2011-02-19
466,2011-02-19
467,2011-02-19
468,2011-02-19
469,2011-02-20
470,2011-02-20
471,2011-02-20
472,2011-02-20
473,2011-02-19
474,2011-02-15
475,2011-02-19
476,2011-02-20
477,2011-02-20
478,2011-02-20
479,2011-02-20
480,2011-02-21
481,2011-02-20
482,2011-02-21
483,2011-02-20
484,2011-02-21
485,2011-02-20
486,2011-02-21
487,2011-02-21
488,2011-02-21
489,2011-02-21
490,2011-02-16
491,2011-02-21
492,2011-02-04
493,2011-02-22
494,2011-02-22
495,2011-02-21
496,2011-02-20
497,2011-02-22
498,2011-02-20
499,2011-02-11
500,2011-02-21
501,2011-02-22
502,2011-02-22
503,2011-02-21
504,2011-02-22
505,2011-02-23
506,2011-02-23
507,2011-02-23
508,2011-02-03
509,2011-02-22
510,2011-02-23
511,2011-02-19
512,2011-02-23
513,2011-02-23
514,2011-02-21
515,2011-02-20
516,2011-02-24
517,2011-02-24
518,2011-02-24
519,2011-02-24
520,2011-02-02
521,2011-02-24
522,2011-02-24
523,2011-02-24
524,2011-02-24
525,2011-02-24
526,2011-02-24
527,2011-02-24
528,2011-02-24
529,2011-02-25
530,2011-02-25
531,2011-02-08
532,2011-02-25
533,2011-02-25
534,2011-02-25
535,2011-02-25
536,2011-02-25
537,2011-02-25
538,2011-02-25
539,2011-02-25
540,2011-02-25
541,2011-02-25
542,2011-02-25
543,2011-02-25
544,2011-02-26
545,2011-02-24
546,2011-02-26
547,2011-02-26
548,2011-02-26
549,2011-02-26
550,2011-02-26
551,2011-02-26
552,2011-02-26
553,2011-02-26
554,2011-02-27
555,2011-02-27
556,2011-02-26
557,2011-02-27
558,2011-02-27
559,2011-02-27
560,2011-02-26
561,2011-02-26
562,2011-02-26
563,2011-02-01
564,2011-02-27
565,2011-02-26
566,2011-02-26
567,2011-02-27
568,2011-02-27
569,2011-02-27
570,2011-02-27
571,2011-02-25
572,2011-02-25
573,2011-02-25
574,2011-02-25
575,2011-02-26
576,2011-02-26
577,2011-02-25
578,2011-02-26
579,2011-02-25
580,2011-02-26
581,2011-02-26
582,2011-02-26
583,2011-02-26
584,2011-02-26
585,2011-02-27
586,2011-02-27
587,2011-02-25
588,2011-02-27
589,2011-02-27
590,2011-02-25
591,2011-02-26
592,2011-02-09
593,2011-02-25
594,2011-02-28
595,2011-02-27
596,2011-02-21
597,2011-02-28
598,2011-02-28
599,2011-02-15
600,2011-02-27
601,2011-02-27
602,2011-02-27
603,2011-02-14
604,2011-02-26
605,2011-02-06
606,2011-02-06
607,2011-02-06
608,2011-02-05
609,2011-02-06
610,2011-02-06
611,2011-02-06
612,2011-02-06
613,2011-02-06
614,2011-02-06
615,2011-02-06
616,2011-02-07
617,2011-02-07
618,2011-02-06
619,2011-02-07
620,2011-02-07
621,2011-02-07
622,2011-02-07
623,2011-02-07
624,2011-02-01
625,2011-02-05
626,2011-02-07
627,2011-02-04
628,2011-02-07
629,2011-02-07
630,2011-02-08
631,2011-02-07
632,2011-02-08
633,2011-02-06
634,2011-02-08
635,2011-02-08
636,2011-02-08
637,2011-02-08
638,2011-02-07
639,2011-02-08
640,2011-02-08
641,2011-02-12
642,2011-02-12
643,2011-02-12
644,2011-02-12
645,2011-02-09
646,2011-02-05
647,2011-02-09
648,2011-02-09
649,2011-02-09
650,2011-02-04
651,2011-02-09
652,2011-02-09
653,2011-02-10
654,2011-02-10
655,2011-02-09
656,2011-02-10
657,2011-02-10
658,2011-02-05
659,2011-02-10
660,2011-02-11
661,2011-02-11
662,2011-02-09
663,2011-02-10
664,2011-02-11
665,2011-02-11
666,2011-02-11
667,2011-02-11
668,2011-02-11
669,2011-02-12
670,2011-02-12
671,2011-02-12
672,2011-02-12
673,2011-02-12
674,2011-02-11
675,2011-02-05
676,2011-02-12
677,2011-02-12
678,2011-02-12
679,2011-02-12
680,2011-02-13
681,2011-02-13
682,2011-02-13
683,2011-02-13
684,2011-02-13
685,2011-02-13
686,2011-02-13
687,2011-02-13
688,2011-02-13
689,2011-02-14
690,2011-02-14
691,2011-02-14
692,2011-02-14
693,2011-02-14
694,2011-02-14
695,2011-02-14
696,2011-02-14
697,2011-02-14
698,2011-02-14
699,2011-02-14
700,2011-02-07
701,2011-02-14
702,2011-02-14
703,2011-02-14
704,2011-02-10
705,2011-02-14
706,2011-02-15
707,2011-02-15
708,2011-02-14
709,2011-02-14
710,2011-02-06
711,2011-02-13
712,2011-02-13
713,2011-02-15
714,2011-02-15
715,2011-02-15
716,2011-02-12
717,2011-02-15
718,2011-02-11
719,2011-02-15
720,2011-02-15
721,2011-02-15
722,2011-02-15
723,2011-02-15
724,2011-02-16
725,2011-02-16
726,2011-02-16
727,2011-02-15
728,2011-02-16
729,2011-02-16
730,2011-02-16
731,2011-02-16
732,2011-02-16
733,2011-02-16
734,2011-02-16
735,2011-02-16
736,2011-02-16
737,2011-02-16
738,2011-02-16
739,2011-02-16
740,2011-02-16
741,2011-02-16
742,2011-02-17
743,2011-02-17
744,2011-02-17
745,2011-02-17
746,2011-02-05
747,2011-02-16
748,2011-02-17
749,2011-02-17
750,2011-02-17
751,2011-02-18
752,2011-02-18
753,2011-02-18
754,2011-02-18
755,2011-02-18
756,2011-02-18
757,2011-02-18
758,2011-02-17
759,2011-02-18
760,2011-02-18
761,2011-02-18
762,2011-02-01
763,2011-02-01
764,2011-02-01
765,2011-02-01
766,2011-02-01
767,2011-02-01
768,2011-02-01
769,2011-02-01
770,2011-02-01
771,2011-02-01
772,2011-02-01
773,2011-02-01
774,2011-02-01
775,2011-02-01
776,2011-02-01
777,2011-02-01
778,2011-02-02
779,2011-02-18
780,2011-02-02
781,2011-02-02
782,2011-02-01
783,2011-02-02
784,2011-02-02
785,2011-02-02
786,2011-03-01
787,2011-03-01
788,2011-03-01
789,2011-03-01
790,2011-03-01
791,2011-03-01
792,2011-03-01
793,2011-03-01
794,2011-03-01
795,2011-03-01
796,2011-03-01
797,2011-03-01
798,2011-03-02
799,2011-03-02
800,2011-03-02
801,2011-03-02
802,2011-03-01
803,2011-03-01
804,2011-03-01
805,2011-03-02
806,2011-03-02
807,2011-03-01
808,2011-03-02
809,2011-03-02
810,2011-03-02
811,2011-03-02
812,2011-03-02
813,2011-03-02
814,2011-03-02
815,2011-03-02
816,2011-03-02
817,2011-03-03
818,2011-03-03
819,2011-03-03
820,2011-03-03
821,2011-03-03
822,2011-03-04
823,2011-03-04
824,2011-03-04
825,2011-03-05
826,2011-03-05
827,2011-03-05
828,2011-03-05
829,2011-03-05
830,2011-03-06
831,2011-03-06
832,2011-03-05
833,2011-03-05
834,2011-03-06
835,2011-03-05
836,2011-03-06
837,2011-03-06
838,2011-03-06
839,2011-03-06
840,2011-03-06
841,2011-03-06
842,2011-03-06
843,2011-03-06
844,2011-03-06
845,2011-03-06
846,2011-03-04
847,2011-03-04
848,2011-03-04
849,2011-03-04
850,2011-03-04
851,2011-03-04
852,2011-03-04
853,2011-03-04
854,2011-03-04
855,2011-03-04
856,2011-03-04
857,2011-03-04
858,2011-03-04
859,2011-03-05
860,2011-03-05
861,2011-03-04
862,2011-03-05
863,2011-03-05
864,2011-03-04
865,2011-03-05
866,2011-03-05
867,2011-03-05
868,2011-03-05
869,2011-03-05
870,2011-03-05
871,2011-03-05
872,2011-03-04
873,2011-03-06
874,2011-03-07
875,2011-03-07
876,2011-03-07
877,2011-03-02
878,2011-03-04
879,2011-03-07
880,2011-03-04
881,2011-03-05
882,2011-03-07
883,2011-03-04
884,2011-03-07
885,2011-03-07
886,2011-03-07
887,2011-03-05
888,2011-03-07
889,2011-03-07
890,2011-03-07
891,2011-03-07
892,2011-03-08
893,2011-03-08
894,2011-03-08
895,2011-03-08
896,2011-03-08
897,2011-03-08
898,2011-03-07
899,2011-03-08
900,2011-03-08
901,2011-03-08
902,2011-03-08
903,2011-03-08
904,2011-03-08
905,2011-03-08
906,2011-03-08
907,2011-03-08
908,2011-03-08
909,2011-03-08
910,2011-03-08
911,2011-03-09
912,2011-03-09
913,2011-03-08
914,2011-03-09
915,2011-03-09
916,2011-03-09
917,2011-03-09
918,2011-03-08
919,2011-03-07
920,2011-03-09
921,2011-03-10
922,2011-03-10
923,2011-03-10
924,2011-03-09
925,2011-03-08
926,2011-03-10
927,2011-03-06
928,2011-03-10
929,2011-03-10
930,2011-03-10
931,2011-03-10
932,2011-03-10
933,2011-03-10
934,2011-03-11
935,2011-03-11
936,2011-03-11
937,2011-03-11
938,2011-03-11
939,2011-03-26
940,2011-03-26
941,2011-03-26
942,2011-03-26
943,2011-03-25
944,2011-03-25
945,2011-03-26
946,2011-03-26
947,2011-03-26
948,2011-03-26
949,2011-03-27
950,2011-03-27
951,2011-03-27
952,2011-03-27
953,2011-03-26
954,2011-03-27
955,2011-03-27
956,2011-03-27
957,2011-03-27
958,2011-03-27
959,2011-03-27
960,2011-03-28
961,2011-03-28
962,2011-03-28
963,2011-03-28
964,2011-03-28
965,2011-03-27
966,2011-03-28
967,2011-03-25
968,2011-03-28
969,2011-03-25
970,2011-03-28
971,2011-03-26
972,2011-03-28
973,2011-03-11
974,2011-03-27
975,2011-03-27
976,2011-03-28
977,2011-03-28
978,2011-03-29
979,2011-03-29
980,2011-03-29
981,2011-03-29
982,2011-03-28
983,2011-03-26
984,2011-03-23
985,2011-03-29
986,2011-03-29
987,2011-03-29
988,2011-03-20
989,2011-03-29
990,2011-03-29
991,2011-03-29
992,2011-03-29
993,2011-03-29
994,2011-03-30
995,2011-03-29
996,2011-03-28
997,2011-03-29
998,2011-03-30
999,2011-03-30
1000,2011-03-30
1001,2011-03-27
1002,2011-03-30
1003,2011-03-30
1004,2011-03-30
1005,2011-03-30
1006,2011-03-28
1007,2011-03-31
1008,2011-03-31
1009,2011-03-31
1010,2011-03-30
1011,2011-03-30
1012,2011-03-30
1013,2011-03-31
1014,2011-03-24
1015,2011-03-27
1016,2011-03-31
1017,2011-03-31
